E.Sample_D ,E.Aprox_D,E.Fuzzy_D,F.Corre_D,E.Shannon_D,F.DFA_D,y
1.105872308,1.659195288,1.820921983,0.721955294,10.13535839,0.676324386,0
1.845436789,1.683478676,1.294852799,0.974368169,7.363802975,0.387392651,1
1.933649063,1.035028164,1.125779659,0.278414852,9.61120437,0.598674056,1
1.141526757,1.64919939,1.573668716,0.991673068,9.848556964,0.856383893,0
1.504009633,1.059957052,1.093919716,0.355018261,7.405652473,0.915378199,0
1.962532879,1.316798116,1.099914012,0.10482743,6.508743387,0.702228689,1
1.308513175,1.332778617,1.306440331,0.68888871,10.74989981,0.621479414,0
1.26971629,1.188487119,1.622967671,0.712281094,8.111879487,0.646683455,0
1.70431607,1.070373246,1.268078744,0.733778779,5.048615259,0.028615464,1
1.084290077,1.165805203,1.575874554,0.067241221,4.92829751,0.530153965,0
1.175000331,1.905910965,1.306530671,0.371128669,9.996030795,0.750405357,0
1.872882927,1.806815559,1.281321853,0.208058248,11.74575514,0.981082392,1
1.212287757,1.115964684,1.294413064,0.832196283,7.06217883,0.519211589,0
1.500845708,1.477383964,1.238735723,0.898115579,5.613726555,0.064775904,0
1.069098683,1.614925478,1.04478274,0.341822803,0.681977294,0.317397921,0
1.760853673,1.225635171,1.036953972,0.221041496,11.60313454,0.187180796,1
1.980308164,1.047336286,1.351947775,0.824498733,7.478781246,0.022288827,1
1.490533994,1.422160523,1.299985158,0.181826263,5.200865673,0.080679225,0
1.979213833,1.840427581,1.175366273,0.761692002,11.96264971,0.064165231,1
1.836210145,1.901466176,1.459932981,0.08199847,3.217568856,0.89276417,1
1.35438488,1.765911473,1.566604323,0.445014981,9.429229739,0.455049097,0
1.318011077,1.390118026,1.084368604,0.233487683,6.805307535,0.23502502,0
1.88609372,1.799813215,1.563090536,0.384180918,8.174952646,0.215078822,1
1.551577697,1.095246213,1.439102556,0.035100136,5.90317484,0.167968361,0
1.213317258,1.830830648,1.384571288,0.431781664,11.13588786,0.599127996,0
1.162589952,1.017942483,1.370786889,0.028128788,2.391119799,0.835767594,0
1.663009242,1.280936573,1.855780612,0.781798438,3.6223735,0.470465334,1
1.644676271,1.218790764,1.555185057,0.026522063,6.845202908,0.729939262,1
1.424013298,1.965981081,1.630134338,0.892064277,4.692369148,0.922886959,0
1.516810055,1.844511207,1.23656999,0.622788903,6.804754008,0.818567899,0
1.805151239,1.158429065,1.322854972,0.093232993,9.524553581,0.693307689,1
1.067031548,1.062281866,1.106078063,0.98184764,3.918459716,0.563509921,0
1.502040629,1.746646099,1.157939788,0.893027223,9.080569248,0.062552449,0
1.269902898,1.276724805,1.530953875,0.128572568,6.540309792,0.079840137,0
1.250509037,1.806701779,1.618692986,0.619257496,5.023275197,0.970089972,0
1.90002431,1.5033847,1.213853796,0.753219665,5.284065246,0.1335165,1
1.424841651,1.385755931,1.347218275,0.611756845,0.922086048,0.371973171,0
1.364109238,1.423511914,1.200862154,0.418034441,3.053790846,0.801377552,0
1.683012725,1.639996237,1.488303554,0.620400126,11.93772333,0.174642294,1
1.605699352,1.6672328,1.367553768,0.643188243,6.928884374,0.33014268,1
1.547231434,1.143584641,1.150636087,0.656003244,3.711448707,0.372093482,0
1.931188136,1.087405575,1.656035799,0.414007567,1.321477024,0.230811478,1
1.643326057,1.630702394,1.269665279,0.688387017,9.861730107,0.820902208,1
1.274650779,1.655846138,1.783823198,0.093556083,1.340500794,0.307721022,0
1.417860368,1.386429288,1.268541417,0.709351139,2.244754681,0.942436507,0
1.550107156,1.296405812,1.723052771,0.675710529,0.467306617,0.59624356,0
1.878622088,1.204330646,1.90613458,0.255444025,10.42925564,0.76834165,1
1.459041647,1.017929758,1.98778121,0.541604243,4.468440025,0.473028516,0
1.42445352,1.141105603,1.951323368,0.300140799,8.797680163,0.536011969,0
1.692040073,1.720924444,1.613024519,0.318853825,9.162161316,0.861240849,1
1.142140712,1.540275524,1.977905039,0.989128117,0.465563149,0.096025293,0
1.892594077,1.249921011,1.153634362,0.069902296,7.273799952,0.663060199,1
1.749712491,1.709433104,1.086213793,0.169865039,4.16252784,0.592537338,1
1.628999987,1.329055969,1.697999026,0.567303781,10.95411138,0.961117105,1
1.008624911,1.270169018,1.593715333,0.140421902,7.992523102,0.50511426,0
1.996701166,1.898534638,1.232389203,0.858207846,7.80740658,0.237776534,1
1.744394194,1.69678175,1.210902627,0.275438842,10.17152479,0.773345556,1
1.157646254,1.875282273,1.964370554,0.435356838,6.628105141,0.377202241,0
1.469075843,1.228745719,1.999338723,0.220350136,6.313559266,0.806877462,0
1.376285338,1.952877026,1.189543377,0.228018359,2.451369319,0.688818769,0
1.836886179,1.861131303,1.856548825,0.940146261,11.05457004,0.027378557,1
1.180451485,1.337573535,1.644981447,0.584509149,0.861323469,0.243739675,0
1.855111824,1.006915177,1.195799149,0.392051985,4.399578028,0.418029721,1
1.750543879,1.587714316,1.383425376,0.894237829,9.648576255,0.79885527,1
1.448465177,1.474618405,1.009823155,0.775402956,10.22863105,0.386478278,0
1.013098109,1.052044892,1.013036699,0.505561916,2.949351813,0.812113879,0
1.769604221,1.170065616,1.679586075,0.322385328,0.019313424,0.03676502,1
1.535982999,1.618857523,1.311648167,0.523146102,7.710457393,0.499884732,0
1.037466203,1.167312879,1.617471658,0.910342181,9.197978282,0.828393807,0
1.418341726,1.185573765,1.309274226,0.634322596,10.78201281,0.748950777,0
1.554547437,1.27659054,1.783536792,0.795603751,3.175330086,0.510942522,0
1.286887321,1.995307014,1.954495971,0.347469982,6.904429392,0.136270912,0
1.077373985,1.549508412,1.707747015,0.927782924,9.586712491,0.964865573,0
1.94001246,1.619460952,1.024881926,0.943406992,9.947542882,0.498818024,1
1.820550774,1.690572646,1.06520788,0.074543483,4.036952771,0.791358487,1
1.95075065,1.043213339,1.946833334,0.408161408,6.52741808,0.479983099,1
1.994369765,1.990094837,1.474112544,0.03731841,0.311940138,0.211614086,1
1.953095253,1.471303814,1.660881808,0.257666168,4.083988852,0.156646748,1
1.074071701,1.095755324,1.838681048,0.910546646,8.484275046,0.885777539,0
1.521171774,1.075778453,1.719264617,0.471645634,0.041603265,0.362688654,0
1.396857004,1.974221633,1.806021415,0.133317999,4.972625262,0.936426642,0
1.621280251,1.12931486,1.917287018,0.929522727,9.861243656,0.723235861,1
1.116360002,1.041113114,1.138307023,0.533232229,6.089242592,0.570632068,0
1.090682845,1.024790129,1.512197976,0.81890776,10.62818227,0.117939499,0
1.804838182,1.816181718,1.099377933,0.951774781,0.494690647,0.300010963,1
1.52592311,1.530739991,1.3351315,0.121354011,6.310749714,0.000535961,0
1.921737127,1.455166761,1.424729679,0.167197337,4.872495141,0.271059905,1
1.136305047,1.7225664,1.976797466,0.300975768,7.279870618,0.619184297,0
1.515918313,1.359889626,1.794498953,0.433974485,4.45693362,0.772244895,0
1.370340393,1.683217014,1.65705743,0.656533139,8.209853225,0.42014649,0
1.541553712,1.10286566,1.146609813,0.849839591,0.851521722,0.124189937,0
1.000546756,1.041331977,1.022570693,0.902023785,9.725929506,0.820675067,0
1.357858989,1.070519943,1.695288143,0.84156952,0.902947731,0.616573788,0
1.199389398,1.971941251,1.218205654,0.793175808,6.065144522,0.688109097,0
1.806664765,1.438997922,1.242888743,0.769376691,0.251753409,0.784028912,1
1.210038532,1.033243064,1.520377516,0.965406842,1.536365859,0.180417145,0
1.649596242,1.317860855,1.659696354,0.135620275,0.436587358,0.313688269,1
1.446500991,1.225072261,1.59937564,0.220856411,4.34038628,0.747877531,0
1.868428499,1.954301046,1.131973297,0.419725786,6.504169721,0.326837567,1
1.209505032,1.093234841,1.922847726,0.076891719,10.4884492,0.119212097,0
1.327956628,1.615925748,1.033666442,0.559668302,4.499112023,0.663371402,0
1.763969687,1.404276247,1.048021342,0.705454696,1.125534003,0.077495407,1
1.342573186,1.806171759,1.381181565,0.484508071,2.302660583,0.008093944,0
1.614016467,1.641379153,1.831256453,0.644934806,0.460086713,0.416851342,1
1.738641653,1.900180445,1.15390646,0.732463572,1.716935336,0.487247167,1
1.004757763,1.572506312,1.459997563,0.047522216,4.24720263,0.98328016,0
1.110445546,1.688261324,1.720266317,0.862832122,7.565277865,0.740665926,0
1.514380541,1.996384835,1.217532623,0.805265133,1.166647921,0.120899975,0
1.870626688,1.330350323,1.120748358,0.270036756,0.470483105,0.893517229,1
1.827230405,1.088638411,1.778236929,0.163316545,0.795500087,0.617558559,1
1.346221354,1.146666912,1.76001728,0.18657678,10.60680831,0.763144371,0
1.812853255,1.777538993,1.346801309,0.644464262,6.268138507,0.570765445,1
1.488988222,1.43800433,1.654383513,0.794078625,3.139004448,0.139880166,0
1.28930311,1.327282836,1.009821143,0.066921462,9.41215584,0.553598773,0
1.617803371,1.356864703,1.485323238,0.833652071,0.012435576,0.979385924,1
1.62012623,1.918104068,1.480498376,0.119633937,6.181697571,0.37275558,1
1.721899399,1.681988432,1.319587578,0.56429283,4.099591702,0.372505611,1
1.280825985,1.486840445,1.341713859,0.30563678,7.697279716,0.858126204,0
1.421570144,1.350031876,1.908352844,0.28778904,1.517768481,0.944132038,0
1.874732796,1.505155484,1.387885839,0.657796987,7.323194489,0.725631421,1
1.379245176,1.116385219,1.386688495,0.832709102,8.648816032,0.341065502,0
1.490988039,1.56727434,1.329236755,0.53113608,3.302874905,0.713310121,0
1.081627159,1.796008954,1.918047632,0.048773246,4.457309573,0.74052083,0
1.06148785,1.470250959,1.336919614,0.722038488,2.56038669,0.482687128,0
1.54560241,1.991242791,1.528619887,0.538539801,8.123805229,0.673016172,0
1.26572452,1.156624697,1.740148704,0.571162857,5.388667055,0.214504667,0
1.156493602,1.978338481,1.93251063,0.707093306,11.92742008,0.306207826,0
1.749728954,1.163873396,1.866523929,0.831090498,5.529689577,0.981265038,1
1.093874588,1.726938715,1.208560684,0.924551387,11.58720986,0.142338977,0
1.591139374,1.429750283,1.869761699,0.897386911,0.395496471,0.248810691,0
1.077306499,1.126299007,1.44286788,0.482743375,5.832148353,0.229891277,0
1.33565969,1.762255546,1.201363662,0.809667221,9.751455312,0.265263285,0
1.809756033,1.707926029,1.174832551,0.703523684,4.06199025,0.257329396,1
1.497179637,1.166003458,1.145831814,0.360903855,6.136843348,0.729897648,0
1.397185346,1.397159655,1.11828583,0.207279232,10.67820711,0.013070109,0
1.484481687,1.54967127,1.041333663,0.547324295,6.72990999,0.524507795,0
1.636565627,1.809450468,1.840957322,0.395212868,10.80523155,0.717295455,1
1.987664694,1.103227694,1.1704947,0.426314309,2.435577045,0.085000209,1
1.612549791,1.136708088,1.616109711,0.49936573,6.911510625,0.367770678,1
1.853055675,1.887572281,1.496751006,0.178208803,5.556206088,0.364102761,1
1.385156377,1.140863366,1.32074998,0.883296763,7.524483056,0.029183598,0
1.478840284,1.883448758,1.148695185,0.544195799,7.779548281,0.819347662,0
1.694468033,1.703783264,1.855172832,0.037793447,8.327210537,0.110732102,1
1.313866619,1.800961174,1.898535869,0.703845956,11.8098503,0.307608505,0
1.349887259,1.476696992,1.641838367,0.766172509,8.268542696,0.095481108,0
1.456852377,1.42434273,1.151642287,0.273434019,8.011132411,0.859034678,0
1.085630795,1.094110287,1.421165353,0.622900357,3.400360792,0.886374258,0
1.815095023,1.890256762,1.351715142,0.764157537,9.510111031,0.856457481,1
1.5833568,1.651680505,1.315877139,0.848913226,11.93919105,0.031045566,0
1.755904888,1.112223887,1.74615937,0.833344071,6.41198388,0.661657356,1
1.879889657,1.799249252,1.074111664,0.80343045,1.705091506,0.656138966,1
1.300897825,1.396717645,1.616467386,0.322175793,0.95715766,0.536875153,0
1.253222753,1.849235906,1.898867951,0.051388645,1.238085242,0.80079087,0
1.181275847,1.402283253,1.428965181,0.750191816,4.839896378,0.900750384,0
1.387881573,1.543312222,1.925005801,0.710303182,2.236980878,0.841109486,0
1.119343468,1.976728289,1.663587886,0.683530201,6.571003509,0.934255563,0
1.05497606,1.14498914,1.563309452,0.651800822,3.51879944,0.259501187,0
1.544258224,1.737488605,1.18003825,0.299041364,9.427778549,0.731054932,0
1.60676586,1.973963677,1.537940635,0.060545684,5.024166856,0.196964626,1
1.180336568,1.080152255,1.350237846,0.795997684,10.65051888,0.7270131,0
1.916882648,1.351762187,1.074114302,0.569416863,5.979239766,0.499600049,1
1.615032168,1.893446213,1.470852386,0.983768309,0.208872013,0.475843599,1
1.867348529,1.990223994,1.944780469,0.210336397,4.869214552,0.310019253,1
1.010129813,1.690456303,1.148483004,0.851090214,11.61387983,0.29651235,0
1.366226028,1.138636099,1.328638133,0.800707514,6.378060404,0.462806971,0
1.89393617,1.311755296,1.560915123,0.860896487,10.22981713,0.698252516,1
1.963176502,1.527135773,1.07092674,0.5083755,3.546127944,0.466054825,1
1.473656114,1.383586152,1.851001352,0.46609225,10.56937228,0.662676363,0
1.360274747,1.10240953,1.44967667,0.963987812,4.148791974,0.022373499,0
1.213725203,1.026066102,1.019110035,0.051193458,6.376956591,0.128612532,0
1.760698943,1.117025077,1.981426332,0.886889913,10.99858816,0.222632283,1
1.859357196,1.021594723,1.219361003,0.810025576,3.782274941,0.011971637,1
1.427929071,1.383291912,1.985341094,0.947147396,0.26189413,0.702154665,0
1.774157898,1.194290422,1.548274713,0.432606617,4.533294157,0.378769589,1
1.546724425,1.844274809,1.094859937,0.432155562,5.726706339,0.296745625,0
1.236726166,1.063145578,1.353811847,0.269328708,0.86838388,0.217985358,0
1.690601089,1.700357294,1.165896058,0.114538079,8.465461278,0.07167795,1
1.00860547,1.410022074,1.852159041,0.126245274,7.699551616,0.844839701,0
1.890629903,1.313539714,1.769043221,0.60867924,10.08546788,0.512858703,1
1.484246163,1.115313833,1.371414709,0.159057265,1.921785868,0.122801307,0
1.495972049,1.2165608,1.522699572,0.639038464,8.257502061,0.756073633,0
1.224000456,1.471244699,1.524147384,0.663784151,9.574158042,0.488295697,0
1.396441268,1.338241886,1.855662652,0.271315328,11.80906086,0.59568364,0
1.785676089,1.796773391,1.900905738,0.949462801,7.807353753,0.335367736,1
1.783782358,1.853564017,1.066742704,0.12875651,2.076527448,0.343690805,1
1.917955821,1.90373166,1.488713355,0.104956186,10.87701938,0.498030517,1
1.654689695,1.829858292,1.85096842,0.034445519,7.253642676,0.498724646,1
1.194710354,1.991256682,1.997739843,0.259066179,6.301635365,0.882740796,0
1.233480757,1.41801423,1.902982041,0.969575976,2.053320424,0.824409738,0
1.616101779,1.457331845,1.184947593,0.994579968,10.56008845,0.914691772,1
1.482218917,1.413748353,1.654956837,0.060016807,1.984938579,0.782283115,0
1.675612885,1.511653366,1.249493108,0.922276607,4.697164422,0.327978784,1
1.026686401,1.95154355,1.633178253,0.577928844,10.73281381,0.293398549,0
1.47149069,1.814474755,1.926117297,0.377040178,6.346050685,0.627347836,0
1.148872654,1.619407626,1.90596217,0.03358164,11.63961787,0.147559103,0
1.063232946,1.052850404,1.942769443,0.737520238,6.23431721,0.775825261,0
1.000278006,1.376236081,1.316330881,0.914582153,8.907490376,0.039322964,0
1.355941306,1.9850641,1.760217405,0.996583857,6.237570345,0.966632751,0
1.830697222,1.380034623,1.142145836,0.838260705,10.13183212,0.555136724,1
1.398427667,1.30311671,1.752808768,0.760705715,6.211567296,0.110350366,0
1.450361475,1.785585056,1.18728997,0.829342497,11.85980492,0.763935454,0
1.556926856,1.114762785,1.040917588,0.854226322,8.893082382,0.556932003,0
1.095141743,1.089251653,1.376013384,0.80552952,4.49898285,0.219690647,0
1.580178271,1.513223625,1.412555955,0.681605603,11.46909431,0.021056296,0
1.711030008,1.088335237,1.381234507,0.17086189,4.577116338,0.545222536,1
1.389350167,1.982369893,1.439956412,0.095464411,3.556949725,0.259159037,0
1.46709351,1.403029578,1.928160259,0.433528326,6.120293853,0.555802124,0
1.107331926,1.844269167,1.965532927,0.530178724,7.54921432,0.991533152,0
1.525212503,1.207296483,1.186038791,0.214145546,3.749210964,0.450901806,0
1.89228523,1.19132981,1.999663881,0.411335059,0.340950372,0.563020171,1
1.088717841,1.207745299,1.006185523,0.883908057,10.69565605,0.151418292,0
1.845765795,1.468061853,1.522647256,0.453566153,6.175913871,0.882287443,1
1.552130286,1.406343172,1.406650112,0.492445319,8.841831817,0.513345625,0
1.372428263,1.522090237,1.770332707,0.95136807,11.34157868,0.801510686,0
1.085156709,1.881842489,1.995074481,0.098655306,10.41898222,0.68721304,0
1.322042518,1.004987021,1.236812522,0.954099738,5.561489394,0.484351257,0
1.560804869,1.013891375,1.335929733,0.933213394,11.33227418,0.535336805,0
1.635555621,1.269045087,1.117968311,0.412817837,0.774607178,0.253851946,1
1.828189365,1.040077284,1.693205062,0.690419862,11.32644922,0.513647016,1
1.658926815,1.704273741,1.365043362,0.109404671,8.679447296,0.364783878,1
1.772414305,1.740085856,1.934293463,0.430961709,2.852487726,0.507814827,1
1.710399407,1.804127845,1.642225273,0.928487963,7.071106432,0.306623493,1
1.708647361,1.535687313,1.364209128,0.476146955,3.483770626,0.537427631,1
1.595616825,1.992704626,1.279098041,0.300376036,4.749740283,0.81852386,0
1.340494881,1.558081342,1.180978699,0.105332117,4.978062539,0.348146943,0
1.478207614,1.448690837,1.857262725,0.267895668,5.330555594,0.677009982,0
1.528943791,1.243617589,1.81677351,0.413685288,0.584320438,0.713617579,0
1.472942694,1.777772128,1.773449901,0.430200817,1.293742482,0.367900508,0
1.928206617,1.39217846,1.808203643,0.661555813,11.2458329,0.055960699,1
1.933452726,1.905082306,1.368356905,0.091524095,2.674063072,0.694918486,1
1.904814602,1.608025123,1.326274575,0.068019896,7.489027523,0.653246506,1
1.724362617,1.217477245,1.290718083,0.877452217,1.957670262,0.644382392,1
1.122057884,1.604800631,1.504126632,0.367700972,11.05333165,0.103554507,0
1.698287479,1.860058051,1.298990698,0.608919585,9.991715033,0.293390807,1
1.560960422,1.206524106,1.376182206,0.360360881,5.272331351,0.616931167,0
1.697928047,1.168533141,1.3183109,0.036683768,6.155047259,0.188078841,1
1.927384696,1.245548542,1.122655699,0.909315585,3.242482505,0.203025567,1
1.140807654,1.076012564,1.517761599,0.000571035,10.91457142,0.619656237,0
1.817660846,1.995380777,1.998976218,0.349885557,0.78925022,0.317023367,1
1.144192645,1.49269382,1.273011581,0.936193971,1.626638117,0.325316184,0
1.747381511,1.291889735,1.889190516,0.069719957,1.646133628,0.147501473,1
1.08483348,1.41642812,1.949965894,0.996091321,0.252874222,0.183832123,0
1.595862391,1.887097918,1.368050337,0.402349453,9.569387339,0.933803851,0
1.544209162,1.564614838,1.155247301,0.410430419,3.538728468,0.800862523,0
1.159550581,1.406809632,1.970413981,0.353239054,0.680557474,0.627080046,0
1.39021032,1.915572497,1.338742766,0.979705822,9.170236318,0.318151757,0
1.453440932,1.511714306,1.771605082,0.74333078,3.503916994,0.543524435,0
1.898366906,1.181420798,1.369658514,0.145414747,0.556557641,0.104894181,1
1.596074712,1.712617339,1.875344485,0.616851785,4.427300869,0.395834999,0
1.706684668,1.809534754,1.750783119,0.528903821,7.6141477,0.258151964,1
1.478182434,1.298657637,1.636037571,0.332841906,3.736788044,0.763588607,0
1.559945508,1.804244553,1.658763054,0.333446593,4.455480374,0.869145807,0
1.609072499,1.103499789,1.84677565,0.461633079,2.46925406,0.84106759,1
1.429398627,1.434589985,1.03858555,0.5761371,7.152135825,0.660122453,0
1.915105144,1.491897744,1.102199268,0.398710481,8.987138511,0.152209131,1
1.369661338,1.280940755,1.742399268,0.15925438,7.661499902,0.730145808,0
1.968367007,1.126070497,1.325532701,0.04503383,5.939912919,0.092253428,1
1.475794983,1.257066133,1.261358175,0.544668792,2.555303917,0.966002037,0
1.887412134,1.493463707,1.879348018,0.602017239,9.969028582,0.521680966,1
1.194402315,1.471162719,1.092445386,0.367791453,9.439739982,0.924698337,0
1.709537401,1.95207763,1.598906036,0.595169282,10.57290889,0.199644518,1
1.248253093,1.295933582,1.436740513,0.076766063,5.792985826,0.411618163,0
1.282419021,1.041885298,1.544418727,0.768337507,3.97570836,0.622448693,0
1.795162202,1.646737586,1.768849164,0.819611277,8.788593894,0.589571411,1
1.316884321,1.579233921,1.476063458,0.547991552,0.481648218,0.371800829,0
1.582718437,1.278204549,1.734340903,0.356743833,10.53837352,0.692803788,0
1.950273249,1.063470805,1.848260376,0.222421123,11.7230441,0.607129628,1
1.318268679,1.24490937,1.213816956,0.489099349,1.23688131,0.20447661,0
1.656139407,1.894770898,1.108744478,0.252408038,1.237381391,0.046556705,1
1.787241463,1.038086539,1.248265797,0.191404542,1.867232431,0.41098344,1
1.553166327,1.953001993,1.659350109,0.987098672,4.378228499,0.599585699,0
1.751555149,1.90139353,1.996884051,0.89985091,9.364406519,0.011261917,1
1.634736653,1.457420887,1.398858626,0.188225865,9.047660303,0.528941679,1
1.957336203,1.722598447,1.495654651,0.315109045,10.84448333,0.094533399,1
1.940921395,1.210132513,1.043352934,0.568441742,9.022532058,0.687592351,1
1.307017369,1.050429644,1.362564794,0.884623869,9.035671039,0.59910999,0
1.937376512,1.680258528,1.475410454,0.232807081,9.679368297,0.693797157,1
1.864754938,1.914175488,1.221831602,0.183208644,6.970225249,0.721813035,1
1.091414828,1.838354093,1.557211686,0.442742469,10.62223457,0.80415241,0
1.810500377,1.687002881,1.469487288,0.861469473,4.369905361,0.009953031,1
1.831261477,1.778327276,1.461227876,0.295874555,11.5514607,0.635063563,1
1.964022694,1.586824743,1.526997636,0.284878381,2.09674281,0.532381341,1
1.748330998,1.249539088,1.84012151,0.95131426,2.7625328,0.992439335,1
1.683935829,1.151935306,1.568913104,0.060930712,0.835530342,0.674192295,1
1.121652675,1.590289007,1.032191524,0.060290275,0.056624026,0.579554868,0
1.728179133,1.637671998,1.363500253,0.150739117,7.402388822,0.475736295,1
1.485506196,1.141022449,1.163939142,0.179245806,4.855816429,0.798844554,0
1.77688696,1.216707691,1.775030261,0.144553343,6.583667209,0.64914106,1
1.768838972,1.340346596,1.2524519,0.421093958,0.185683828,0.296472339,1
1.352304066,1.251451194,1.215288691,0.650504008,0.848971177,0.681813366,0
1.461713997,1.93459607,1.17972345,0.481445177,9.87792044,0.139921999,0
1.552612605,1.212235175,1.552281239,0.118461608,9.496595407,0.080196979,0
1.314082864,1.857649106,1.120977064,0.721200923,2.269345115,0.10972233,0
1.951527939,1.119497552,1.932838583,0.913294146,4.704113712,0.315231037,1
1.086900991,1.095199468,1.4540258,0.883242741,10.13130753,0.110217813,0
1.30833357,1.187058385,1.776583276,0.958578681,11.26743483,0.222214757,0
1.458480578,1.345770514,1.116098197,0.819085551,5.000972963,0.313207944,0
1.346104159,1.314673303,1.833667267,0.072022573,9.544493702,0.981393063,0
1.50102091,1.043460508,1.44226534,0.586194027,1.052784186,0.073703903,0
1.354177605,1.393152335,1.155351441,0.410186544,8.026970874,0.702525801,0
1.645370933,1.870140778,1.029264123,0.265225096,11.22253449,0.693822258,1
1.979034845,1.391420048,1.011011443,0.639429664,5.395736151,0.594306267,1
1.658916612,1.043987626,1.079915373,0.416531295,4.231936137,0.604148558,1
1.040162274,1.280415625,1.145356527,0.244666552,6.945502326,0.415717104,0
1.254576524,1.415444832,1.947488316,0.773717256,3.225824602,0.721971447,0
1.038596796,1.276593683,1.59807443,0.498727649,0.228725806,0.691579063,0
1.050765844,1.468470238,1.61347609,0.933939373,2.3059685,0.882950455,0
1.943165707,1.386792536,1.438733164,0.340060177,7.856883126,0.381689234,1
1.976557933,1.922753441,1.973088129,0.486090536,6.677146812,0.784512183,1
1.667391081,1.836032196,1.279753371,0.261446238,0.81161782,0.727040931,1
1.530879141,1.306860926,1.028287568,0.101858154,10.77811657,0.056541678,0
1.283280978,1.762032538,1.037357597,0.746031364,10.17973392,0.869501756,0
1.298475857,1.637506173,1.477300312,0.122033927,10.46958077,0.144035857,0
1.680087811,1.590659051,1.471930508,0.000242095,5.444654903,0.901455542,1
1.566212975,1.098446512,1.266636124,0.027553059,6.472018818,0.781463662,0
1.945126534,1.412637624,1.467370945,0.340993197,8.398610275,0.862336723,1
1.898573625,1.069899975,1.253853001,0.643759456,10.95267909,0.950235717,1
1.049807381,1.489572947,1.96001201,0.183105763,3.15346152,0.729757621,0
1.504589556,1.670544023,1.093212393,0.215357992,0.685339734,0.04157689,0
1.587770727,1.899871838,1.653577991,0.013177916,0.760983358,0.046876249,0
1.753939269,1.344954469,1.172536777,0.085632642,5.340158126,0.378478929,1
1.759714147,1.367270752,1.583568333,0.37383045,3.568989195,0.865132547,1
1.442267589,1.839915649,1.489785847,0.088604542,3.879160361,0.996151101,0
1.48829106,1.983733783,1.859101737,0.586821091,1.082645404,0.30814274,0
1.075379621,1.715123756,1.872142694,0.885905744,11.17721565,0.608815907,0
1.01017016,1.79979629,1.392302226,0.191351614,7.199448995,0.407852852,0
1.345398623,1.008759017,1.152933914,0.374436519,7.858113064,0.984652577,0
1.723890311,1.891084396,1.765857224,0.04170697,11.41970269,0.492797955,1
1.177261419,1.897878396,1.634477831,0.624318044,2.377220517,0.377417428,0
1.124259376,1.332258259,1.291357649,0.045929235,10.54676969,0.875543328,0
1.265383876,1.691828015,1.813663549,0.660990348,6.070317165,0.74972679,0
1.490757936,1.911408676,1.965326811,0.234453568,1.903499722,0.045072718,0
1.073038042,1.942955057,1.015175962,0.574104238,7.038859855,0.947246989,0
1.427985716,1.088434133,1.516846327,0.880604949,7.088611924,0.202388563,0
1.590998902,1.536758414,1.91067657,0.827786477,11.78330971,0.699082117,0
1.848100073,1.531738642,1.750119724,0.401142329,8.678341953,0.227643179,1
1.831825129,1.894070076,1.360924623,0.662382039,6.002532115,0.784328508,1
1.458531915,1.863404707,1.431780977,0.075057216,6.557953438,0.329005606,0
1.247855329,1.816344295,1.079511779,0.567976287,0.789750549,0.317219995,0
1.432147923,1.767536002,1.776092414,0.98071202,11.51152931,0.586762649,0
1.190526695,1.184844717,1.543686509,0.013460121,9.868494665,0.09873264,0
1.653782308,1.82458657,1.756259106,0.936090483,8.543807257,0.053073907,1
1.750099893,1.839762895,1.490170854,0.986119078,3.141810083,0.912686821,1
1.844512691,1.82329098,1.23749652,0.426502713,5.40217518,0.023031924,1
1.40474905,1.849162601,1.160077609,0.811984295,2.566597883,0.343692211,0
1.399580504,1.082412226,1.9918066,0.511573694,6.316275119,0.390814619,0
1.392098307,1.378161143,1.494872686,0.270665037,9.950137998,0.312005182,0
1.26745813,1.207588242,1.786314917,0.06853869,0.73031853,0.396221074,0
1.881335319,1.877910571,1.357403109,0.575193264,5.86774314,0.743310036,1
1.658807624,1.743745711,1.574351091,0.737384869,5.26767326,0.146261371,1
1.256861534,1.946295813,1.426572652,0.362939611,1.269943271,0.037831172,0
1.151889179,1.847410169,1.957979176,0.175289666,7.81316427,0.211186389,0
1.915189863,1.318948817,1.705789832,0.846884413,11.45306886,0.662653132,1
1.6547702,1.998367624,1.762642326,0.835713737,3.254731118,0.935305731,1
1.063943176,1.388182973,1.981405195,0.78278533,8.519371505,0.725495,0
1.393532231,1.738549004,1.68486708,0.424793764,6.506816286,0.737828467,0
1.101678821,1.288410779,1.692670774,0.151792837,10.06961498,0.767949224,0
1.896616123,1.496038029,1.25384654,0.58645831,3.817956503,0.774270959,1
1.660200472,1.41040265,1.750390669,0.439915564,5.760966753,0.152435674,1
1.676909241,1.472150369,1.419303751,0.788137833,5.946107678,0.214290623,1
1.323243526,1.79192062,1.290560317,0.648165042,0.107539042,0.418483598,0
1.850402624,1.625022099,1.756561974,0.969585509,1.326027359,0.54836291,1
1.614635728,1.630467677,1.95954791,0.006209565,2.478770181,0.062375923,1
1.884200515,1.84407179,1.14150787,0.65374911,11.47236865,0.210184067,1
1.596767127,1.131253189,1.743998647,0.880112563,11.30742948,0.752097551,0
1.489951789,1.293197358,1.780590885,0.420324066,9.364831114,0.096424732,0
