MEAN_RR,pNN50,MEAN_REL_RR,LF,HF,sampen,y
1067.866782,0.733333333,1.13E-05,1212.768421,0.893023192,2.189042002,1
907.8657026,2.666666667,-0.000109628,1586.273962,18.13042044,2.101334785,1
1265.390983,1.2,0.000111284,240.6705316,1.098456614,2.181771544,1
946.8941009,0.2,0.000310394,858.9514932,7.110571728,2.043726736,0
839.7421281,0.066666667,-9.70E-06,639.7231381,25.53987074,2.19097331,1
805.1369283,0.466666667,-2.90E-06,869.2593072,33.0585643,2.174522261,0
858.3716314,0,4.80E-05,629.8379386,44.8669655,2.168779111,1
1010.730041,4.133333333,-0.000231764,1537.290633,9.766526242,2.113857592,1
723.8829084,0,-1.13E-06,272.1398107,35.61913694,2.128637392,0
705.8497199,1.266666667,4.83E-05,1850.106554,142.5717062,2.096104393,0
838.0678648,0.133333333,-4.23E-05,916.9514493,9.098208842,2.189145229,1
905.1161772,0.4,-0.000183722,1025.668833,13.57045299,2.172599004,0
789.6107462,0.066666667,8.13E-05,948.2701866,27.2758066,2.128809324,0
896.7859266,0.6,-0.000203419,826.8001508,9.253342727,2.133928489,0
962.161531,1.266666667,8.97E-05,1697.012485,14.85602014,2.196773712,0
788.8490123,0,-5.62E-05,349.9994558,25.90377761,2.110578177,1
864.8880748,0.666666667,8.83E-05,1087.074769,28.94810225,2.034779033,0
767.3078898,0.133333333,-5.05E-05,896.4414589,41.52440098,1.586979091,1
733.6955596,0,0.000135918,418.5721156,26.0356521,2.191753248,0
819.6245463,0.533333333,-9.17E-05,1574.594677,40.45637767,2.188351452,0
1209.720585,0.533333333,7.59E-05,443.8924999,2.52582478,1.968670207,1
845.8010525,1.133333333,8.95E-05,827.0512234,41.36014049,1.710385478,1
958.3285558,0.2,4.53E-05,562.3904537,2.169888588,2.176449225,0
831.1558374,1.733333333,-8.83E-05,1827.716614,63.65936696,2.184423605,1
882.595593,0,4.56E-05,618.3470287,4.773372141,2.190750582,0
859.893897,0.4,-6.43E-06,818.4453135,22.42819731,2.023256695,1
1192.213428,1.2,0.000125,644.6131179,0.508728506,2.067053394,1
820.473978,3.2,-0.00014119,1068.693524,114.7853811,1.79232534,0
806.246135,0.133333333,-3.41E-05,769.7960577,23.72266542,2.193594084,0
1107.357014,0,-6.99E-05,511.5304085,0.079835973,2.10554765,1
879.5270118,1.6,-4.31E-05,1099.716764,45.35579678,2.15656804,1
891.7374946,1.6,8.43E-05,991.7064215,28.81589866,2.147996122,0
869.9574926,0.333333333,7.29E-05,711.0931434,20.12607756,2.144458719,1
978.893032,0.933333333,-9.44E-05,1395.974125,7.79894954,2.139232622,0
798.8809276,0,-8.07E-06,344.5727542,17.20207363,2.188287977,1
918.1575334,1.666666667,-3.55E-05,1200.541075,31.30656914,2.036195483,0
949.754841,0.733333333,0.000188014,640.3724729,40.43405737,1.254652233,0
570.8526401,0.133333333,-2.37E-05,651.4849593,36.32008989,2.030290991,1
764.154046,0,-3.41E-05,421.6749863,24.66852271,2.148613596,1
717.7007705,1.2,0.000298223,673.6405125,107.509367,2.068586726,0
810.8902845,0.6,-8.96E-05,1957.057432,21.61771262,2.118930203,1
1073.438729,0.6,0.000738368,145.8269077,8.629679899,0.906745594,0
1026.57592,1.733333333,-4.37E-05,1668.186028,4.368938298,2.19712585,0
917.2623839,1.533333333,-4.84E-05,1075.197163,11.99009694,2.095749921,1
961.3810489,1.2,-1.98E-05,1540.668867,14.66933969,2.13522179,1
1184.493772,2.933333333,0.000143301,592.9247344,44.14110244,2.021482322,1
814.5670131,0.533333333,6.75E-06,1737.794216,55.35133378,2.214053858,0
803.3080419,1.266666667,-0.000144158,712.2262787,50.46453645,1.810560863,1
1004.731277,2.533333333,-1.03E-05,1993.273986,6.914097104,2.127606418,1
1148.796215,2.866666667,0.000377212,1732.035868,1.472208238,1.949516377,1
917.893874,2,0.000202419,745.288662,76.12373874,1.921814969,1
927.7302226,0.933333333,-0.000248785,1185.921525,11.38980505,2.150552351,1
806.5960306,0.2,6.63E-05,1260.481487,48.68333764,2.199417774,0
829.9457793,1.266666667,9.65E-05,1570.827636,46.16735972,2.178741346,1
1069.071766,0.733333333,2.18E-05,1169.49307,0.955394741,2.193833403,1
858.8866722,0.733333333,2.15E-05,735.5447865,41.89723184,2.068382615,0
834.4276181,1.266666667,1.88E-05,1579.955733,37.51750171,2.124929359,1
911.990079,0.266666667,-9.69E-05,1331.30375,13.45228228,2.172591193,1
754.8350156,0,3.69E-05,468.5047134,21.44495303,2.149269604,0
782.0407823,0,0.000137314,745.6431715,15.09266681,2.208678854,0
803.8857735,0.4,7.11E-05,708.8074677,51.20930661,2.194152583,0
804.6715289,1.6,0.000377117,938.721033,100.4443236,1.726809092,1
771.3931659,0.266666667,5.09E-05,509.2299285,36.25325548,2.214909049,0
782.4796028,0.666666667,-0.00025328,751.6646453,52.38779288,1.654759117,0
774.8558761,0.6,-3.98E-05,743.6426691,46.67403841,1.621104547,0
853.9003452,0.533333333,-5.21E-05,778.7031222,26.59798541,2.145203196,1
888.0587565,2.066666667,2.56E-05,1189.782202,31.0106029,2.107521696,1
852.6564316,0.333333333,-4.24E-05,625.9218588,33.69450118,1.898689669,1
1110.117463,1.066666667,4.18E-05,1071.950632,0.489972685,2.185934317,1
762.6569658,0,-3.97E-05,421.1359186,20.40763512,2.180290716,1
1042.902756,2.466666667,-0.000139143,1860.548335,3.507267533,2.187391824,1
977.9478424,1.733333333,-3.67E-05,2048.585774,13.09573122,2.207853244,0
701.4146653,1.466666667,-4.14E-05,1205.035056,117.3758731,1.959274573,0
758.161318,4.933333333,6.79E-05,3075.609369,143.2426789,2.20903521,1
879.8820705,1,-0.00018114,1009.865525,17.84792283,2.156168427,0
800.5452854,1.466666667,-0.000199664,1306.610787,46.60076873,2.062460456,0
830.0337286,1.866666667,0.000207682,770.7884137,84.42377969,1.85975979,1
1318.598181,1,-6.87E-05,147.6531866,3.600440031,1.194265423,0
757.538765,0,-7.52E-05,358.3447368,25.03721567,2.115597248,1
885.2313477,0,2.30E-05,630.958738,14.20946329,2.178301354,1
812.2803144,0,3.24E-05,458.6614976,24.62787069,2.191856755,1
807.9782724,0,6.61E-05,1324.297472,56.03580887,2.200951326,0
1020.247862,2.733333333,-3.86E-05,2127.358701,5.984328297,2.199040769,0
1015.957224,2.266666667,0.000285732,966.7199331,23.39358242,2.110453389,1
853.9859534,0.266666667,0.000126419,614.6610817,25.32308358,2.189899901,1
829.0904925,0,0.000116431,320.2997284,19.12190867,1.88981444,0
731.0272461,0,-4.04E-05,424.5877271,25.94321627,2.171155084,0
724.306085,0,3.59E-05,360.9107942,29.15395198,2.140547934,0
1169.379324,1.666666667,-0.000149365,1064.284284,1.029539377,1.97472059,1
787.3409772,1.133333333,0.000104513,1246.63496,31.61994355,2.15803722,0
774.4798053,0.066666667,4.50E-05,369.4058593,29.86485976,2.066870676,1
1111.804155,0.666666667,-2.74E-05,1062.541121,0.439333657,2.192892414,1
747.3733852,0.266666667,9.51E-05,502.1251928,43.71231072,2.155377358,0
924.050049,0.133333333,-0.000169983,534.2665932,3.717288636,2.211038024,1
734.5609616,0,-5.42E-05,331.4579594,34.40464905,1.944324571,0
823.1500206,1.466666667,0.000118735,1758.843193,44.29961173,2.110468069,1
890.4083124,1.733333333,0.000115936,1239.232515,40.66853114,2.072635315,1
829.0642461,0.266666667,-2.31E-05,1613.197581,32.99946586,2.215993343,1
796.4703996,0.466666667,-1.82E-05,938.8586512,27.00871747,2.188891151,0
633.1710752,2.4,0.000109444,1496.752045,171.9797472,2.043664942,0
769.0164782,0.666666667,-2.68E-06,1079.106674,29.64641846,2.020327983,0
1008.535749,1.333333333,-1.55E-05,1154.513765,3.889587921,2.148072333,1
1062.081433,2.666666667,-0.000461245,912.4067099,34.08878923,1.927410327,0
922.9076123,0.2,-0.000144715,510.6003853,6.89597085,2.140381535,1
1150.508293,3.466666667,0.000257678,1966.083425,1.101172132,2.037511582,1
924.4533378,0.133333333,-5.31E-05,567.146634,3.843889867,2.196309719,1
753.8512296,3.2,0.000188758,2985.646399,123.1469317,2.226967413,1
753.3083503,4.666666667,-2.72E-05,3250.614457,154.1147916,2.208071721,1
933.3484751,1.133333333,-8.80E-05,948.6558179,14.6136416,2.032841476,1
993.3753558,1.333333333,3.40E-05,719.4698003,24.21077559,2.098088866,1
732.4664326,0,0.000124762,384.9348395,25.93532349,2.209116218,0
822.4476921,0.4,-0.000132676,1528.005184,33.91916809,2.207028315,0
678.6049939,1.6,0.000438395,854.8447063,215.7529964,2.08639114,0
575.2642718,0.133333333,-1.49E-05,617.0934867,38.80009692,1.984276115,1
813.5015245,0.6,-7.08E-05,710.8802692,23.34464583,2.026052335,1
879.5783342,0.466666667,7.73E-05,632.1425096,14.28599816,2.067411898,0
1318.321208,1,-2.08E-05,125.8748753,3.340549893,1.169020437,0
949.204877,0,9.12E-06,599.2568875,2.548880953,2.160364631,0
838.4119305,0,-7.05E-05,281.3029529,14.77075986,1.940502515,0
869.8667693,0.333333333,1.78E-05,732.2834339,21.28305451,2.14215284,1
698.4017601,2.466666667,-9.56E-05,819.5023423,231.698998,2.084951915,0
763.2642118,0.4,-3.55E-05,831.3855574,49.80256791,2.018337866,0
806.854213,0,2.29E-05,1017.047621,16.90410791,2.19676571,1
879.9910673,0.933333333,8.14E-05,833.6934262,17.19209825,2.029986182,1
882.1311105,0.333333333,0.000107567,695.6257997,7.858777191,1.984140257,0
839.7758953,0.066666667,2.13E-06,650.5619741,24.72227973,2.190798305,1
985.3233199,0.933333333,0.000132874,1418.962342,9.053122282,2.130133446,1
772.8775593,0.6,9.27E-05,777.3966492,31.08901377,2.039403524,1
798.9294779,0.666666667,-4.86E-05,1467.370607,54.63745729,2.193019954,0
778.1241407,0,-0.000104835,545.3930901,48.2973795,2.165074525,0
1171.331037,0.866666667,-0.00025359,485.3430255,4.461985101,1.958650064,1
1072.105008,0.466666667,-5.32E-05,652.7759957,1.398065285,2.040244776,1
767.9670087,0.133333333,-2.06E-05,887.6912585,41.25783968,1.60073231,1
745.1288216,1.266666667,-2.05E-05,1450.905396,60.23565151,1.93279133,0
759.1203783,0.066666667,-8.88E-06,390.6283672,25.68545007,2.100963912,1
730.6223439,0,-0.00011387,301.3274977,40.98438232,2.167954683,0
795.8584275,0,5.02E-05,1242.657193,17.64371727,2.078490249,1
812.1712455,0.866666667,-0.000101872,815.2585842,41.70842434,2.061083185,1
766.2561042,0,6.01E-05,403.9152531,19.49663621,2.133049698,1
742.0714258,0.066666667,-1.45E-05,550.3712102,54.82439835,2.188303845,0
930.5500848,1.066666667,8.59E-05,1016.964751,8.531085532,2.019985964,0
804.557159,0.266666667,0.000129872,1244.349857,59.65168121,2.18985222,0
814.5123227,0,1.58E-05,685.3137089,16.8763634,2.1790243,1
837.9659413,0.266666667,1.28E-05,583.5317863,29.49376269,2.116320538,1
821.0019108,3.133333333,-0.000246873,736.1649834,111.0059648,1.5079729,0
796.6005815,0.133333333,0.000129055,1045.756738,24.67544793,2.024394217,0
696.360367,1.266666667,-0.000289468,685.3189312,114.1941577,1.636197035,0
549.4410441,1,7.80E-05,695.1592223,263.4671726,1.552016889,1
922.3604651,0,-5.17E-05,428.0561624,4.043220323,2.19958627,0
842.3357809,4,0.000563452,1727.109,109.0796676,1.801207565,0
693.6569524,0,8.40E-05,565.5240247,29.62579833,2.074467497,0
665.6523448,0.2,9.30E-06,408.6772889,37.90476786,1.896062061,0
723.285474,1.933333333,-2.97E-05,663.1713304,120.5571229,1.129639734,0
900.3387465,0.2,-8.56E-05,539.6424802,9.025708085,2.121353746,1
865.207194,0,7.56E-06,568.6633431,45.71674466,2.118219818,1
728.3867406,0,-3.07E-05,280.9645785,33.60726821,2.149406963,0
718.9078919,0,-7.13E-05,421.4889824,30.45619972,2.173841662,0
831.9309848,1.133333333,8.95E-05,677.9163757,37.08411004,1.638909549,1
830.0471215,0.933333333,0.000245133,745.816254,24.46438494,1.870545684,0
816.5675548,0,-9.79E-05,374.2242219,19.51601412,2.190480194,1
853.5831224,0.466666667,-3.85E-05,940.2371981,25.08408849,2.016799414,0
1028.607803,1.2,0.000142633,1812.36116,5.827498311,2.126942077,0
775.7838671,0.133333333,-3.56E-05,626.6287803,36.57552135,2.176511953,0
875.5582187,0.133333333,8.52E-05,585.4116397,12.84896622,2.057818878,0
975.4841187,2.066666667,0.000130873,1756.43875,18.4505679,2.159955786,1
926.7467764,0.133333333,8.70E-05,596.6152924,6.374569618,2.197157868,1
884.374779,0.333333333,-0.000124421,636.0267804,15.16594187,2.122467431,1
905.9864423,1,-7.33E-05,766.4518446,7.508645178,2.164136966,0
783.8736099,0,-0.000247852,309.283903,26.30229506,2.0139695,0
814.5531375,0.066666667,-2.45E-05,950.5435634,39.2273763,2.194304229,0
626.2995223,1.466666667,-5.17E-05,788.3519196,244.5972891,1.550233808,1
1000.612419,1.4,4.54E-05,1021.197738,9.30573077,2.000510757,0
906.8723733,0.4,-0.000205907,1098.923244,11.92797502,2.181511453,0
579.6485593,0,-3.48E-05,204.5091283,20.62572263,2.081887047,0
732.7639009,0.8,0.000148828,585.631059,87.25756376,2.054121065,0
1047.198013,2.666666667,-1.06E-05,1854.280377,3.270287714,2.193482422,1
651.1497986,1.6,0.000300702,892.1627868,236.6897235,2.158121899,0
805.1850892,0,-7.47E-05,587.2570872,55.77364445,2.160387778,1
730.2832846,0,-3.38E-05,371.6548947,30.17351266,1.943305583,0
884.2913626,0,-5.09E-05,540.6916466,15.96050399,2.138749264,1
668.6610455,0.933333333,2.98E-05,1691.738304,116.7814325,2.040634865,0
887.7899271,1,8.29E-05,1365.052545,14.11562529,2.016953153,1
839.9911766,2,-0.000387935,1190.437426,49.89375589,2.00729362,1
1017.556606,2.333333333,-0.000120954,1750.206734,4.243552157,2.205485422,0
967.6978907,1.066666667,-0.00016979,790.057193,7.36921231,2.208152651,1
1034.404902,0.533333333,0.000110028,1450.551661,3.413465137,2.188954665,1
791.8387064,0.333333333,-3.28E-05,889.0629969,28.99112328,2.171576337,0
755.4252313,0.666666667,4.35E-06,607.4622124,54.34366402,1.919841522,1
747.8797193,0.6,5.70E-05,991.5435578,38.61816687,2.125719055,0
1064.102458,2.133333333,0.00010522,724.8562444,7.145454817,2.134386968,1
715.8830735,0.666666667,6.23E-05,657.9819401,82.96629586,1.891747149,0
813.1848781,0.933333333,2.75E-05,748.7509625,23.69218604,1.886247572,0
1000.406462,1.133333333,4.39E-06,1688.661203,8.797207037,2.18195286,0
753.4491074,0.2,-1.62E-05,653.4098131,41.01773001,2.175493113,0
855.5720561,0.733333333,-0.000187065,604.5332701,11.87928376,1.75492267,0
679.561098,0.933333333,9.47E-06,1734.386512,111.6449927,2.075494704,0
926.157273,0,9.47E-05,397.7209525,5.74988119,2.098248374,1
1007.714642,2.333333333,7.51E-05,1914.921779,9.404389383,2.165314868,1
666.2881176,1,-6.21E-05,1674.352822,124.8819157,2.001787274,0
645.665589,1.266666667,-0.000234279,884.0869714,143.5683561,1.839498818,0
729.3138495,0.333333333,0.000156238,422.8714487,22.81198174,1.657265898,0
924.6717356,0.133333333,3.44E-05,561.211519,3.950255792,2.20665651,1
880.4021561,0,2.20E-05,526.3077904,5.869096478,2.204549538,0
721.6700224,2.2,1.54E-05,2275.011937,144.9342443,2.163107438,0
835.2138456,2,0.000110506,1055.166746,28.87958334,1.997175823,0
823.9877105,1.266666667,1.64E-05,834.5527431,45.1501485,1.680777956,1
804.8984012,0.133333333,-6.53E-05,1146.982614,25.60463363,1.962776518,0
714.4475444,0,3.02E-07,274.4108086,42.69915375,2.134815574,0
685.1116135,1.866666667,0.000339538,1514.690779,159.0839833,1.949491382,1
710.6699564,0.6,0.000260483,453.2572356,19.6003223,0.969521696,0
795.2226727,0.466666667,-6.24E-05,922.08331,27.95474679,2.189725084,0
580.2515991,2.266666667,-0.000183823,1271.10177,241.340018,1.813769093,0
765.039525,1.066666667,-6.45E-05,1217.003379,31.2230189,2.087975966,0
871.5900773,1.6,-0.000268052,1067.680396,58.14991397,2.109895706,1
709.6430634,1.333333333,0.000151007,2080.224214,118.2166883,2.144246113,0
775.4498952,0,4.94E-05,735.5973357,17.75110951,2.193155482,0
1071.980834,1.866666667,5.35E-05,2157.24122,1.936726949,2.198014749,0
985.3076397,2.333333333,-0.000410814,1130.071985,8.201347782,2.118449158,1
718.8344035,0.666666667,7.72E-05,640.1527515,86.40868305,1.877720031,0
821.3236243,2.133333333,-1.64E-05,762.0254214,78.37645231,1.910987845,1
773.5177035,0.066666667,9.32E-05,382.6514357,28.61769713,2.177610329,0
927.9577435,0.733333333,1.31E-05,1187.418823,11.73781027,2.137805878,1
828.5176472,0.333333333,9.16E-05,600.6043466,15.90050181,2.170507948,0
772.9674679,0,-1.43E-05,397.4325105,24.61381065,2.187296704,1
1096.890476,0.666666667,2.05E-05,1085.369217,3.03317961,2.068720477,1
810.9694454,0.4,-6.41E-05,676.9471225,16.65714067,2.148034226,1
1017.251213,0.933333333,0.000126967,1574.748537,3.916402706,2.201264749,1
760.1223094,1.733333333,-0.000142753,3010.706124,96.73362371,2.224282493,1
752.6039009,0.133333333,8.22E-05,549.8752807,106.8877345,2.202430902,1
774.8170197,0,-0.000154026,321.8175389,27.76681344,2.147660863,0
756.7005109,0.2,0.000201208,668.3221653,41.282384,2.16340922,0
566.6111429,1.466666667,-0.000111514,838.2579099,296.3873497,1.598050912,1
780.8209339,0,8.82E-05,314.1192846,11.660411,2.217969289,0
838.5478348,0.133333333,6.31E-05,1141.87457,13.19579033,2.190583569,1
711.105915,0.133333333,-0.00035746,419.5594113,23.87033703,1.085334585,0
939.5809471,1.066666667,-0.000163114,1282.280521,6.044364053,2.177037454,0
944.5674744,1.266666667,-0.000115827,1260.315756,8.289182566,2.036965839,0
900.8116357,0.666666667,-1.17E-05,775.9803815,11.7660022,2.13846238,0
1064.889169,0.6,0.000113375,1010.534981,2.43011989,2.185245908,1
862.6576747,0,7.52E-05,705.4590257,9.014007977,2.116556828,1
777.8554295,0,-6.02E-05,209.8666384,21.08222765,1.957162907,0
723.6896368,2.266666667,3.54E-05,2379.506437,109.2917221,2.191785095,0
994.9483179,2.133333333,0.000256809,761.731393,18.23347631,2.086212019,1
812.4711998,0,-0.000100305,366.5097775,21.57415426,2.205864866,1
1030.756353,1.933333333,4.60E-05,2230.585303,3.654591337,2.220620899,0
1241.644927,2.066666667,8.21E-05,307.5005419,0.909489416,2.061104144,1
924.7041143,0,-0.00011755,803.8921616,2.648775894,2.210981209,1
1069.133956,2.133333333,-8.80E-05,1718.721155,1.00205971,2.188010321,1
886.1519325,0.666666667,-3.83E-05,880.8639256,11.29254546,2.064196981,1
692.2449308,0,1.80E-05,602.4050185,29.0982457,2.07003077,0
864.0144668,0.266666667,-9.17E-05,783.5765549,15.22679796,2.021442032,1
774.8694552,0.133333333,2.41E-05,623.0999779,34.74974185,2.174115411,0
730.8721843,0.066666667,-4.22E-05,615.5648948,74.88304044,2.206640348,0
867.5355207,0.333333333,2.15E-05,737.9696888,19.97560766,2.15507799,1
1022.453391,3.266666667,-0.00019578,2568.406794,3.651910563,2.162952714,0
792.506517,0.266666667,5.11E-05,373.7225048,22.5294277,2.183791524,1
882.9813697,2.066666667,-0.000541945,1080.192973,26.39433753,2.038351244,1
731.5902113,0,0.000144198,373.4744821,29.96115538,2.171841661,0
828.1971505,1.733333333,-2.30E-05,1139.233795,57.39900522,2.050236436,0
1006.032546,1.2,-3.35E-05,1578.169778,4.837753601,2.188248307,1
794.6773726,0.266666667,0.000306283,447.1514374,43.88569387,2.08809798,0
697.7542032,0.466666667,0.000258385,651.8075181,43.66547681,1.941642639,0
677.1656144,0.6,0.000191812,1689.159718,112.7093466,2.123931957,0
984.0108204,3.8,-0.000195588,1675.91276,16.02673523,2.181732132,1
927.550738,0.6,2.85E-05,1008.60585,8.693677961,2.133733135,0
1117.859631,0.666666667,0.000563291,329.1928882,2.999248423,2.165850032,1
714.3785943,0,-5.18E-05,294.4663234,46.33944957,2.125435885,0
1075.776923,3.6,-7.97E-05,1407.903065,5.638390814,2.122177753,1
1121.276866,3.266666667,0.00027289,1092.047189,37.22641649,1.879466339,0
878.1630193,1.6,0.000162823,1030.588444,39.56392521,2.149971857,1
724.1889496,0.933333333,6.40E-06,2364.581198,111.0430921,2.196901748,1
765.3296997,0.666666667,0.000301208,950.2971745,42.27809826,1.557098246,1
930.5692096,0,-8.88E-05,780.9183214,2.548586277,2.213248203,1
994.709862,2.133333333,-0.000100283,1056.734661,28.44947595,1.95675999,1
879.6125596,0.133333333,4.01E-05,594.220708,14.39765394,2.022779186,0
726.781264,1.8,4.02E-05,2384.939917,135.2746137,2.209967195,1
708.2399819,1.333333333,0.000115273,1905.495965,143.2676979,2.109367661,0
820.1122108,0.4,-3.23E-05,1404.175656,36.46866985,2.206971727,0
902.7456303,0.066666667,-9.04E-05,360.0939848,10.83786021,2.161190545,1
832.2168521,4,-0.000479211,1199.625477,180.1830562,2.031104269,1
884.4669699,0.2,-0.000174609,552.2217249,12.43000063,2.061285811,1
775.6677934,1.066666667,0.000177792,658.0478646,100.6665661,1.980124602,1
1143.17658,0.266666667,-0.000264693,916.9622286,0.296632309,2.207877517,1
898.7207096,0,8.50E-05,456.1462864,10.19949355,2.138477477,1
1009.844712,0.2,-0.000185811,770.0092607,2.59595585,2.156521923,1
929.9962762,1.733333333,-0.000162725,940.0818253,16.39991141,1.889520147,0
940.5891,0.666666667,0.000211353,1065.551236,7.299288041,2.154640614,1
995.3353911,1.333333333,-3.89E-05,1741.170066,9.956875061,2.186615278,1
802.9773538,0.066666667,-4.69E-05,566.6247985,64.20812064,2.183215098,1
677.6107137,0.266666667,-5.51E-06,680.8647823,57.22370748,1.944591917,0
726.756073,0,3.34E-05,337.7371568,29.44694725,2.172684924,0
804.362964,0.466666667,4.96E-05,998.4944098,35.51824066,2.167364001,0
1106.65033,2,-4.55E-05,580.6886095,38.01646949,2.049745872,1
783.6475304,2.466666667,0.000275187,1067.102884,116.5327578,1.845529055,0
775.0752738,0.066666667,7.90E-05,374.4927006,30.09389597,2.071815811,1
731.1809214,0,1.58E-05,287.2242322,42.82967926,2.157290822,0
874.6615559,0,0.000100385,537.7817457,16.12113445,1.996645098,0
816.0616257,1.333333333,0.000114685,1163.583888,37.37202801,2.172856787,0
719.626306,0.666666667,2.91E-05,705.4554598,89.68270011,1.869304964,0
824.679276,3,-9.07E-05,1951.400514,93.2215124,2.159709017,1
887.7829088,2.066666667,4.21E-05,1299.474225,42.12653802,2.075140376,1
872.6213873,0.466666667,1.14E-05,562.3400524,23.43095366,2.185934317,1
752.7440272,0.4,3.12E-06,988.9674029,28.78059271,2.112106252,0
708.5985252,1.933333333,0.000282673,654.82925,97.63105172,1.487237991,0
879.8040606,0.133333333,0.000110715,642.9523907,15.1494227,2.164772241,1
798.9649551,1.333333333,-2.11E-05,1079.010204,40.81234283,2.160742768,0
797.1759412,1.466666667,-7.86E-05,1337.759709,46.50110911,2.090699696,0
784.4516673,0.266666667,2.62E-06,391.7360843,34.42531209,2.114144869,1
817.3237549,0,0.000124087,380.098033,19.79650397,2.202575761,1
872.5221846,0.066666667,-5.83E-06,547.2247604,23.33131075,2.133620449,1
772.7913184,0.6,6.11E-05,747.7677165,26.50157333,2.035827558,1
707.3617418,0,-1.23E-05,413.0498999,24.36828962,1.952520341,0
817.7433503,0,1.24E-05,1164.097263,42.85792966,2.18987606,0
796.756093,0,-7.24E-05,302.9242177,13.62888304,1.849439465,0
974.9393386,2.666666667,-4.52E-05,1098.703233,9.579378102,2.079393511,1
563.8343706,0,4.10E-06,524.392223,34.81567364,2.003137945,1
814.5207458,0.533333333,-5.32E-06,1718.039387,56.1804771,2.214444712,0
726.6624512,0,-4.21E-05,349.1340697,28.76727881,2.172216357,0
1155.730885,2.4,0.000179979,502.084871,2.129684896,1.965947681,1
725.1224261,0,-5.45E-05,374.144778,31.21541099,2.169985867,0
789.893238,0,-0.000151589,212.7042483,21.32579803,2.01823746,0
752.0440288,0.066666667,-0.00012262,915.3979059,93.32819693,2.03103647,1
716.0777729,1.4,0.000364029,821.1443583,199.9871945,1.938720579,0
797.9155633,0,2.27E-05,339.2083755,12.2768874,1.877621165,0
605.6126905,0.2,-3.08E-05,381.8738834,27.21155994,1.486982195,0
836.0395093,1.933333333,-2.78E-05,754.9774136,85.89185079,1.885039956,1
720.8362682,0,-1.18E-05,313.7527151,39.46636567,2.13016339,0
1002.60984,2.266666667,-0.000103913,1133.421447,7.850442218,2.133139795,1
1014.079986,1.2,0.000277749,1789.819352,5.713999998,2.162364979,0
781.023144,0.533333333,-0.000106113,659.1100879,45.85863234,1.585336655,0
850.4003789,0.266666667,3.39E-05,640.1571505,24.03009144,2.193099674,1
745.2369533,3.266666667,-1.81E-05,1818.456977,140.1960037,2.017989835,0
892.2682332,0.733333333,0.000133375,810.7559855,23.73981182,2.166734843,1
709.1225955,1.333333333,-2.47E-05,542.6922164,94.26320566,1.219390131,0
686.6538204,0.266666667,-3.49E-05,334.5583089,19.58263108,0.854767091,0
824.1018263,2.133333333,-0.000184084,850.0174801,84.41471011,1.921377439,1
844.1543866,1.866666667,4.68E-05,1039.477023,25.06015802,1.976067253,0
716.4096491,0,-7.24E-05,297.8241627,39.70587601,2.091902221,0
855.2656176,1.533333333,1.59E-05,1153.717242,51.28944165,1.833538114,1
832.0542265,0,0.000155781,873.201771,13.41790336,2.187653449,1
800.4249253,0.733333333,-0.00030198,872.351011,36.30133634,2.124661303,1
871.8743825,1.6,-7.55E-05,980.1658245,40.58153071,1.951856188,1
856.0460024,0.666666667,-2.54E-05,713.6823868,45.12653532,2.035691324,0
1041.519192,2.8,-8.89E-06,2082.741344,2.648141483,2.178144261,0
729.1144316,0,5.47E-05,405.5820018,29.89177416,1.940589218,0
951.8249517,0.2,5.96E-05,568.7027072,2.608831869,2.177869407,0
760.8861572,0,-0.000111379,538.2809252,22.13957887,2.127875265,0
892.5388026,0,0.000134793,451.7564199,10.48986833,2.124162611,1
962.8865455,0.6,0.000358431,424.3662331,12.46986048,1.164244759,0
742.3839123,0,4.69E-05,437.8591372,44.79177505,2.178702053,0
778.685719,0,-2.40E-05,736.9683627,82.33452398,2.186559834,1
788.6601046,0,3.08E-05,175.9364404,20.45903047,2.074559549,0
700.4731558,1.066666667,9.59E-05,1881.86592,132.675614,2.190186031,0
923.9376955,0,0.000100005,371.7309339,5.819313414,2.106607301,1
715.9532631,0.133333333,-6.62E-06,391.984801,32.98184732,2.20758628,0
767.0990879,0.066666667,8.21E-05,402.2042534,28.70285,2.09749456,1
843.6768419,4.333333333,2.13E-05,1278.473501,179.6826696,2.085617568,1
717.4649089,2.133333333,9.07E-05,2205.159693,135.944115,2.15525453,0
1008.722906,2.733333333,4.94E-05,1983.599533,6.276718729,2.211346506,0
798.6260076,0.6,-5.17E-05,898.0920025,35.22584453,2.194503799,0
784.0330793,0,-8.52E-05,678.8715434,16.73632454,2.173794741,0
778.3177576,0,-4.31E-05,741.6578491,23.07121389,2.189526465,1
963.0498757,0,-0.000109623,466.4567567,1.759826756,2.106439144,0
825.8768838,1.066666667,2.66E-05,1077.144144,21.00485827,2.139021124,1
977.8557151,0.933333333,-0.000160348,1346.334158,7.737349812,2.144170193,0
717.2544491,0.666666667,-9.94E-06,640.8768796,97.92143637,1.86644851,0
798.5606966,1.266666667,-7.95E-05,1233.598093,45.99217649,2.083164719,0
731.5825198,0.933333333,0.000310307,620.8620458,90.67689469,2.060810752,0
568.4561455,1.466666667,-7.31E-05,785.2369773,288.475275,1.647239309,1
672.8872501,0.533333333,-7.24E-05,1050.741395,35.72667872,2.055648578,0
696.9253639,1.066666667,8.03E-05,1891.10136,113.8372286,2.17604159,0
