E.Sample_D ,E.Aprox_D,E.Fuzzy_D,F.Corre_D,E.Shannon_D,F.DFA_D,y0,MEAN_RR,pNN50,MEAN_REL_RR,LF,HF,sampen,y1,Cluster
1.141526757,1.64919939,1.573668716,0.991673068,9.848556964,0.856383893,0,758.7641921,1.866666667,-2.90E-05,2696.616052,110.7864162,2.222548543,1,1
1.504009633,1.059957052,1.093919716,0.355018261,7.405652473,0.915378199,0,959.051256,0.2,2.89E-06,512.9632165,2.640785762,2.160742768,1,0
1.962532879,1.316798116,1.099914012,0.10482743,6.508743387,0.702228689,1,734.1252034,3.066666667,-0.00019569,1608.906577,167.8426846,2.071420428,0,1
1.308513175,1.332778617,1.306440331,0.68888871,10.74989981,0.621479414,0,808.8868453,0.866666667,-4.56E-05,794.8660617,41.70346697,2.114284854,1,0
1.26971629,1.188487119,1.622967671,0.712281094,8.111879487,0.646683455,0,1067.866782,0.733333333,1.13E-05,1212.768421,0.893023192,2.189042002,1,0
1.70431607,1.070373246,1.268078744,0.733778779,5.048615259,0.028615464,1,907.8657026,2.666666667,-0.000109628,1586.273962,18.13042044,2.101334785,1,0
1.084290077,1.165805203,1.575874554,0.067241221,4.92829751,0.530153965,0,1265.390983,1.2,0.000111284,240.6705316,1.098456614,2.181771544,1,0
1.175000331,1.905910965,1.306530671,0.371128669,9.996030795,0.750405357,0,946.8941009,0.2,0.000310394,858.9514932,7.110571728,2.043726736,0,0
1.872882927,1.806815559,1.281321853,0.208058248,11.74575514,0.981082392,1,839.7421281,0.066666667,-9.70E-06,639.7231381,25.53987074,2.19097331,1,0
1.212287757,1.115964684,1.294413064,0.832196283,7.06217883,0.519211589,0,805.1369283,0.466666667,-2.90E-06,869.2593072,33.0585643,2.174522261,0,0
1.500845708,1.477383964,1.238735723,0.898115579,5.613726555,0.064775904,0,858.3716314,0,4.80E-05,629.8379386,44.8669655,2.168779111,1,0
1.069098683,1.614925478,1.04478274,0.341822803,0.681977294,0.317397921,0,1010.730041,4.133333333,-0.000231764,1537.290633,9.766526242,2.113857592,1,0
1.760853673,1.225635171,1.036953972,0.221041496,11.60313454,0.187180796,1,723.8829084,0,-1.13E-06,272.1398107,35.61913694,2.128637392,0,0
1.980308164,1.047336286,1.351947775,0.824498733,7.478781246,0.022288827,1,705.8497199,1.266666667,4.83E-05,1850.106554,142.5717062,2.096104393,0,1
1.490533994,1.422160523,1.299985158,0.181826263,5.200865673,0.080679225,0,838.0678648,0.133333333,-4.23E-05,916.9514493,9.098208842,2.189145229,1,0
1.979213833,1.840427581,1.175366273,0.761692002,11.96264971,0.064165231,1,905.1161772,0.4,-0.000183722,1025.668833,13.57045299,2.172599004,0,0
1.836210145,1.901466176,1.459932981,0.08199847,3.217568856,0.89276417,1,789.6107462,0.066666667,8.13E-05,948.2701866,27.2758066,2.128809324,0,0
1.35438488,1.765911473,1.566604323,0.445014981,9.429229739,0.455049097,0,896.7859266,0.6,-0.000203419,826.8001508,9.253342727,2.133928489,0,0
1.318011077,1.390118026,1.084368604,0.233487683,6.805307535,0.23502502,0,962.161531,1.266666667,8.97E-05,1697.012485,14.85602014,2.196773712,0,0
1.88609372,1.799813215,1.563090536,0.384180918,8.174952646,0.215078822,1,788.8490123,0,-5.62E-05,349.9994558,25.90377761,2.110578177,1,0
1.551577697,1.095246213,1.439102556,0.035100136,5.90317484,0.167968361,0,864.8880748,0.666666667,8.83E-05,1087.074769,28.94810225,2.034779033,0,0
1.213317258,1.830830648,1.384571288,0.431781664,11.13588786,0.599127996,0,767.3078898,0.133333333,-5.05E-05,896.4414589,41.52440098,1.586979091,1,0
1.162589952,1.017942483,1.370786889,0.028128788,2.391119799,0.835767594,0,733.6955596,0,0.000135918,418.5721156,26.0356521,2.191753248,0,0
1.663009242,1.280936573,1.855780612,0.781798438,3.6223735,0.470465334,1,819.6245463,0.533333333,-9.17E-05,1574.594677,40.45637767,2.188351452,0,0
1.644676271,1.218790764,1.555185057,0.026522063,6.845202908,0.729939262,1,1209.720585,0.533333333,7.59E-05,443.8924999,2.52582478,1.968670207,1,0
1.424013298,1.965981081,1.630134338,0.892064277,4.692369148,0.922886959,0,845.8010525,1.133333333,8.95E-05,827.0512234,41.36014049,1.710385478,1,0
1.516810055,1.844511207,1.23656999,0.622788903,6.804754008,0.818567899,0,958.3285558,0.2,4.53E-05,562.3904537,2.169888588,2.176449225,0,0
1.805151239,1.158429065,1.322854972,0.093232993,9.524553581,0.693307689,1,831.1558374,1.733333333,-8.83E-05,1827.716614,63.65936696,2.184423605,1,1
1.067031548,1.062281866,1.106078063,0.98184764,3.918459716,0.563509921,0,882.595593,0,4.56E-05,618.3470287,4.773372141,2.190750582,0,0
1.502040629,1.746646099,1.157939788,0.893027223,9.080569248,0.062552449,0,859.893897,0.4,-6.43E-06,818.4453135,22.42819731,2.023256695,1,0
1.269902898,1.276724805,1.530953875,0.128572568,6.540309792,0.079840137,0,1192.213428,1.2,0.000125,644.6131179,0.508728506,2.067053394,1,0
1.250509037,1.806701779,1.618692986,0.619257496,5.023275197,0.970089972,0,820.473978,3.2,-0.00014119,1068.693524,114.7853811,1.79232534,0,0
1.90002431,1.5033847,1.213853796,0.753219665,5.284065246,0.1335165,1,806.246135,0.133333333,-3.41E-05,769.7960577,23.72266542,2.193594084,0,0
1.424841651,1.385755931,1.347218275,0.611756845,0.922086048,0.371973171,0,1107.357014,0,-6.99E-05,511.5304085,0.079835973,2.10554765,1,0
1.364109238,1.423511914,1.200862154,0.418034441,3.053790846,0.801377552,0,879.5270118,1.6,-4.31E-05,1099.716764,45.35579678,2.15656804,1,0
1.683012725,1.639996237,1.488303554,0.620400126,11.93772333,0.174642294,1,891.7374946,1.6,8.43E-05,991.7064215,28.81589866,2.147996122,0,0
1.605699352,1.6672328,1.367553768,0.643188243,6.928884374,0.33014268,1,869.9574926,0.333333333,7.29E-05,711.0931434,20.12607756,2.144458719,1,0
1.547231434,1.143584641,1.150636087,0.656003244,3.711448707,0.372093482,0,978.893032,0.933333333,-9.44E-05,1395.974125,7.79894954,2.139232622,0,0
1.931188136,1.087405575,1.656035799,0.414007567,1.321477024,0.230811478,1,798.8809276,0,-8.07E-06,344.5727542,17.20207363,2.188287977,1,0
1.643326057,1.630702394,1.269665279,0.688387017,9.861730107,0.820902208,1,918.1575334,1.666666667,-3.55E-05,1200.541075,31.30656914,2.036195483,0,0
1.274650779,1.655846138,1.783823198,0.093556083,1.340500794,0.307721022,0,949.754841,0.733333333,0.000188014,640.3724729,40.43405737,1.254652233,0,0
1.417860368,1.386429288,1.268541417,0.709351139,2.244754681,0.942436507,0,570.8526401,0.133333333,-2.37E-05,651.4849593,36.32008989,2.030290991,1,0
1.550107156,1.296405812,1.723052771,0.675710529,0.467306617,0.59624356,0,764.154046,0,-3.41E-05,421.6749863,24.66852271,2.148613596,1,0
1.878622088,1.204330646,1.90613458,0.255444025,10.42925564,0.76834165,1,717.7007705,1.2,0.000298223,673.6405125,107.509367,2.068586726,0,0
1.459041647,1.017929758,1.98778121,0.541604243,4.468440025,0.473028516,0,810.8902845,0.6,-8.96E-05,1957.057432,21.61771262,2.118930203,1,1
1.42445352,1.141105603,1.951323368,0.300140799,8.797680163,0.536011969,0,1073.438729,0.6,0.000738368,145.8269077,8.629679899,0.906745594,0,0
1.692040073,1.720924444,1.613024519,0.318853825,9.162161316,0.861240849,1,1026.57592,1.733333333,-4.37E-05,1668.186028,4.368938298,2.19712585,0,0
1.142140712,1.540275524,1.977905039,0.989128117,0.465563149,0.096025293,0,917.2623839,1.533333333,-4.84E-05,1075.197163,11.99009694,2.095749921,1,0
1.892594077,1.249921011,1.153634362,0.069902296,7.273799952,0.663060199,1,961.3810489,1.2,-1.98E-05,1540.668867,14.66933969,2.13522179,1,0
1.749712491,1.709433104,1.086213793,0.169865039,4.16252784,0.592537338,1,1184.493772,2.933333333,0.000143301,592.9247344,44.14110244,2.021482322,1,0
1.628999987,1.329055969,1.697999026,0.567303781,10.95411138,0.961117105,1,814.5670131,0.533333333,6.75E-06,1737.794216,55.35133378,2.214053858,0,0
1.008624911,1.270169018,1.593715333,0.140421902,7.992523102,0.50511426,0,803.3080419,1.266666667,-0.000144158,712.2262787,50.46453645,1.810560863,1,0
1.996701166,1.898534638,1.232389203,0.858207846,7.80740658,0.237776534,1,1004.731277,2.533333333,-1.03E-05,1993.273986,6.914097104,2.127606418,1,0
1.744394194,1.69678175,1.210902627,0.275438842,10.17152479,0.773345556,1,1148.796215,2.866666667,0.000377212,1732.035868,1.472208238,1.949516377,1,0
1.157646254,1.875282273,1.964370554,0.435356838,6.628105141,0.377202241,0,917.893874,2,0.000202419,745.288662,76.12373874,1.921814969,1,0
1.469075843,1.228745719,1.999338723,0.220350136,6.313559266,0.806877462,0,927.7302226,0.933333333,-0.000248785,1185.921525,11.38980505,2.150552351,1,0
1.376285338,1.952877026,1.189543377,0.228018359,2.451369319,0.688818769,0,806.5960306,0.2,6.63E-05,1260.481487,48.68333764,2.199417774,0,0
1.836886179,1.861131303,1.856548825,0.940146261,11.05457004,0.027378557,1,829.9457793,1.266666667,9.65E-05,1570.827636,46.16735972,2.178741346,1,0
1.180451485,1.337573535,1.644981447,0.584509149,0.861323469,0.243739675,0,1069.071766,0.733333333,2.18E-05,1169.49307,0.955394741,2.193833403,1,0
1.855111824,1.006915177,1.195799149,0.392051985,4.399578028,0.418029721,1,858.8866722,0.733333333,2.15E-05,735.5447865,41.89723184,2.068382615,0,0
1.750543879,1.587714316,1.383425376,0.894237829,9.648576255,0.79885527,1,834.4276181,1.266666667,1.88E-05,1579.955733,37.51750171,2.124929359,1,0
1.448465177,1.474618405,1.009823155,0.775402956,10.22863105,0.386478278,0,911.990079,0.266666667,-9.69E-05,1331.30375,13.45228228,2.172591193,1,0
1.013098109,1.052044892,1.013036699,0.505561916,2.949351813,0.812113879,0,754.8350156,0,3.69E-05,468.5047134,21.44495303,2.149269604,0,0
1.769604221,1.170065616,1.679586075,0.322385328,0.019313424,0.03676502,1,782.0407823,0,0.000137314,745.6431715,15.09266681,2.208678854,0,0
1.535982999,1.618857523,1.311648167,0.523146102,7.710457393,0.499884732,0,803.8857735,0.4,7.11E-05,708.8074677,51.20930661,2.194152583,0,0
1.037466203,1.167312879,1.617471658,0.910342181,9.197978282,0.828393807,0,804.6715289,1.6,0.000377117,938.721033,100.4443236,1.726809092,1,0
1.418341726,1.185573765,1.309274226,0.634322596,10.78201281,0.748950777,0,771.3931659,0.266666667,5.09E-05,509.2299285,36.25325548,2.214909049,0,0
1.554547437,1.27659054,1.783536792,0.795603751,3.175330086,0.510942522,0,782.4796028,0.666666667,-0.00025328,751.6646453,52.38779288,1.654759117,0,0
1.286887321,1.995307014,1.954495971,0.347469982,6.904429392,0.136270912,0,774.8558761,0.6,-3.98E-05,743.6426691,46.67403841,1.621104547,0,0
1.077373985,1.549508412,1.707747015,0.927782924,9.586712491,0.964865573,0,853.9003452,0.533333333,-5.21E-05,778.7031222,26.59798541,2.145203196,1,0
1.94001246,1.619460952,1.024881926,0.943406992,9.947542882,0.498818024,1,888.0587565,2.066666667,2.56E-05,1189.782202,31.0106029,2.107521696,1,0
1.820550774,1.690572646,1.06520788,0.074543483,4.036952771,0.791358487,1,852.6564316,0.333333333,-4.24E-05,625.9218588,33.69450118,1.898689669,1,0
1.95075065,1.043213339,1.946833334,0.408161408,6.52741808,0.479983099,1,1110.117463,1.066666667,4.18E-05,1071.950632,0.489972685,2.185934317,1,0
1.994369765,1.990094837,1.474112544,0.03731841,0.311940138,0.211614086,1,762.6569658,0,-3.97E-05,421.1359186,20.40763512,2.180290716,1,0
1.953095253,1.471303814,1.660881808,0.257666168,4.083988852,0.156646748,1,1042.902756,2.466666667,-0.000139143,1860.548335,3.507267533,2.187391824,1,0
1.074071701,1.095755324,1.838681048,0.910546646,8.484275046,0.885777539,0,977.9478424,1.733333333,-3.67E-05,2048.585774,13.09573122,2.207853244,0,0
1.521171774,1.075778453,1.719264617,0.471645634,0.041603265,0.362688654,0,701.4146653,1.466666667,-4.14E-05,1205.035056,117.3758731,1.959274573,0,0
1.396857004,1.974221633,1.806021415,0.133317999,4.972625262,0.936426642,0,758.161318,4.933333333,6.79E-05,3075.609369,143.2426789,2.20903521,1,1
1.621280251,1.12931486,1.917287018,0.929522727,9.861243656,0.723235861,1,879.8820705,1,-0.00018114,1009.865525,17.84792283,2.156168427,0,0
1.116360002,1.041113114,1.138307023,0.533232229,6.089242592,0.570632068,0,800.5452854,1.466666667,-0.000199664,1306.610787,46.60076873,2.062460456,0,0
1.090682845,1.024790129,1.512197976,0.81890776,10.62818227,0.117939499,0,830.0337286,1.866666667,0.000207682,770.7884137,84.42377969,1.85975979,1,0
1.804838182,1.816181718,1.099377933,0.951774781,0.494690647,0.300010963,1,1318.598181,1,-6.87E-05,147.6531866,3.600440031,1.194265423,0,0
1.52592311,1.530739991,1.3351315,0.121354011,6.310749714,0.000535961,0,757.538765,0,-7.52E-05,358.3447368,25.03721567,2.115597248,1,0
1.921737127,1.455166761,1.424729679,0.167197337,4.872495141,0.271059905,1,885.2313477,0,2.30E-05,630.958738,14.20946329,2.178301354,1,0
1.136305047,1.7225664,1.976797466,0.300975768,7.279870618,0.619184297,0,812.2803144,0,3.24E-05,458.6614976,24.62787069,2.191856755,1,0
1.515918313,1.359889626,1.794498953,0.433974485,4.45693362,0.772244895,0,807.9782724,0,6.61E-05,1324.297472,56.03580887,2.200951326,0,0
1.370340393,1.683217014,1.65705743,0.656533139,8.209853225,0.42014649,0,1020.247862,2.733333333,-3.86E-05,2127.358701,5.984328297,2.199040769,0,0
1.541553712,1.10286566,1.146609813,0.849839591,0.851521722,0.124189937,0,1015.957224,2.266666667,0.000285732,966.7199331,23.39358242,2.110453389,1,0
1.000546756,1.041331977,1.022570693,0.902023785,9.725929506,0.820675067,0,853.9859534,0.266666667,0.000126419,614.6610817,25.32308358,2.189899901,1,0
1.357858989,1.070519943,1.695288143,0.84156952,0.902947731,0.616573788,0,829.0904925,0,0.000116431,320.2997284,19.12190867,1.88981444,0,0
1.199389398,1.971941251,1.218205654,0.793175808,6.065144522,0.688109097,0,731.0272461,0,-4.04E-05,424.5877271,25.94321627,2.171155084,0,0
1.806664765,1.438997922,1.242888743,0.769376691,0.251753409,0.784028912,1,724.306085,0,3.59E-05,360.9107942,29.15395198,2.140547934,0,0
1.210038532,1.033243064,1.520377516,0.965406842,1.536365859,0.180417145,0,1169.379324,1.666666667,-0.000149365,1064.284284,1.029539377,1.97472059,1,0
1.649596242,1.317860855,1.659696354,0.135620275,0.436587358,0.313688269,1,787.3409772,1.133333333,0.000104513,1246.63496,31.61994355,2.15803722,0,0
1.446500991,1.225072261,1.59937564,0.220856411,4.34038628,0.747877531,0,774.4798053,0.066666667,4.50E-05,369.4058593,29.86485976,2.066870676,1,0
1.868428499,1.954301046,1.131973297,0.419725786,6.504169721,0.326837567,1,1111.804155,0.666666667,-2.74E-05,1062.541121,0.439333657,2.192892414,1,0
1.209505032,1.093234841,1.922847726,0.076891719,10.4884492,0.119212097,0,747.3733852,0.266666667,9.51E-05,502.1251928,43.71231072,2.155377358,0,0
1.327956628,1.615925748,1.033666442,0.559668302,4.499112023,0.663371402,0,924.050049,0.133333333,-0.000169983,534.2665932,3.717288636,2.211038024,1,0
1.763969687,1.404276247,1.048021342,0.705454696,1.125534003,0.077495407,1,734.5609616,0,-5.42E-05,331.4579594,34.40464905,1.944324571,0,0
1.342573186,1.806171759,1.381181565,0.484508071,2.302660583,0.008093944,0,823.1500206,1.466666667,0.000118735,1758.843193,44.29961173,2.110468069,1,0
1.614016467,1.641379153,1.831256453,0.644934806,0.460086713,0.416851342,1,890.4083124,1.733333333,0.000115936,1239.232515,40.66853114,2.072635315,1,0
1.738641653,1.900180445,1.15390646,0.732463572,1.716935336,0.487247167,1,829.0642461,0.266666667,-2.31E-05,1613.197581,32.99946586,2.215993343,1,0
1.004757763,1.572506312,1.459997563,0.047522216,4.24720263,0.98328016,0,796.4703996,0.466666667,-1.82E-05,938.8586512,27.00871747,2.188891151,0,0
1.110445546,1.688261324,1.720266317,0.862832122,7.565277865,0.740665926,0,633.1710752,2.4,0.000109444,1496.752045,171.9797472,2.043664942,0,1
1.514380541,1.996384835,1.217532623,0.805265133,1.166647921,0.120899975,0,769.0164782,0.666666667,-2.68E-06,1079.106674,29.64641846,2.020327983,0,0
1.870626688,1.330350323,1.120748358,0.270036756,0.470483105,0.893517229,1,1008.535749,1.333333333,-1.55E-05,1154.513765,3.889587921,2.148072333,1,0
1.827230405,1.088638411,1.778236929,0.163316545,0.795500087,0.617558559,1,1062.081433,2.666666667,-0.000461245,912.4067099,34.08878923,1.927410327,0,0
1.346221354,1.146666912,1.76001728,0.18657678,10.60680831,0.763144371,0,922.9076123,0.2,-0.000144715,510.6003853,6.89597085,2.140381535,1,0
1.812853255,1.777538993,1.346801309,0.644464262,6.268138507,0.570765445,1,1150.508293,3.466666667,0.000257678,1966.083425,1.101172132,2.037511582,1,0
1.488988222,1.43800433,1.654383513,0.794078625,3.139004448,0.139880166,0,924.4533378,0.133333333,-5.31E-05,567.146634,3.843889867,2.196309719,1,0
1.28930311,1.327282836,1.009821143,0.066921462,9.41215584,0.553598773,0,753.8512296,3.2,0.000188758,2985.646399,123.1469317,2.226967413,1,1
1.617803371,1.356864703,1.485323238,0.833652071,0.012435576,0.979385924,1,753.3083503,4.666666667,-2.72E-05,3250.614457,154.1147916,2.208071721,1,1
1.62012623,1.918104068,1.480498376,0.119633937,6.181697571,0.37275558,1,933.3484751,1.133333333,-8.80E-05,948.6558179,14.6136416,2.032841476,1,0
1.721899399,1.681988432,1.319587578,0.56429283,4.099591702,0.372505611,1,993.3753558,1.333333333,3.40E-05,719.4698003,24.21077559,2.098088866,1,0
1.280825985,1.486840445,1.341713859,0.30563678,7.697279716,0.858126204,0,732.4664326,0,0.000124762,384.9348395,25.93532349,2.209116218,0,0
1.421570144,1.350031876,1.908352844,0.28778904,1.517768481,0.944132038,0,822.4476921,0.4,-0.000132676,1528.005184,33.91916809,2.207028315,0,0
1.874732796,1.505155484,1.387885839,0.657796987,7.323194489,0.725631421,1,678.6049939,1.6,0.000438395,854.8447063,215.7529964,2.08639114,0,0
1.379245176,1.116385219,1.386688495,0.832709102,8.648816032,0.341065502,0,575.2642718,0.133333333,-1.49E-05,617.0934867,38.80009692,1.984276115,1,0
1.490988039,1.56727434,1.329236755,0.53113608,3.302874905,0.713310121,0,813.5015245,0.6,-7.08E-05,710.8802692,23.34464583,2.026052335,1,0
1.081627159,1.796008954,1.918047632,0.048773246,4.457309573,0.74052083,0,879.5783342,0.466666667,7.73E-05,632.1425096,14.28599816,2.067411898,0,0
1.06148785,1.470250959,1.336919614,0.722038488,2.56038669,0.482687128,0,1318.321208,1,-2.08E-05,125.8748753,3.340549893,1.169020437,0,0
1.54560241,1.991242791,1.528619887,0.538539801,8.123805229,0.673016172,0,949.204877,0,9.12E-06,599.2568875,2.548880953,2.160364631,0,0
1.26572452,1.156624697,1.740148704,0.571162857,5.388667055,0.214504667,0,838.4119305,0,-7.05E-05,281.3029529,14.77075986,1.940502515,0,0
1.156493602,1.978338481,1.93251063,0.707093306,11.92742008,0.306207826,0,869.8667693,0.333333333,1.78E-05,732.2834339,21.28305451,2.14215284,1,0
1.749728954,1.163873396,1.866523929,0.831090498,5.529689577,0.981265038,1,698.4017601,2.466666667,-9.56E-05,819.5023423,231.698998,2.084951915,0,0
1.093874588,1.726938715,1.208560684,0.924551387,11.58720986,0.142338977,0,763.2642118,0.4,-3.55E-05,831.3855574,49.80256791,2.018337866,0,0
1.591139374,1.429750283,1.869761699,0.897386911,0.395496471,0.248810691,0,806.854213,0,2.29E-05,1017.047621,16.90410791,2.19676571,1,0
1.077306499,1.126299007,1.44286788,0.482743375,5.832148353,0.229891277,0,879.9910673,0.933333333,8.14E-05,833.6934262,17.19209825,2.029986182,1,0
1.33565969,1.762255546,1.201363662,0.809667221,9.751455312,0.265263285,0,882.1311105,0.333333333,0.000107567,695.6257997,7.858777191,1.984140257,0,0
1.809756033,1.707926029,1.174832551,0.703523684,4.06199025,0.257329396,1,839.7758953,0.066666667,2.13E-06,650.5619741,24.72227973,2.190798305,1,0
1.497179637,1.166003458,1.145831814,0.360903855,6.136843348,0.729897648,0,985.3233199,0.933333333,0.000132874,1418.962342,9.053122282,2.130133446,1,0
1.397185346,1.397159655,1.11828583,0.207279232,10.67820711,0.013070109,0,772.8775593,0.6,9.27E-05,777.3966492,31.08901377,2.039403524,1,0
1.484481687,1.54967127,1.041333663,0.547324295,6.72990999,0.524507795,0,798.9294779,0.666666667,-4.86E-05,1467.370607,54.63745729,2.193019954,0,0
1.636565627,1.809450468,1.840957322,0.395212868,10.80523155,0.717295455,1,778.1241407,0,-0.000104835,545.3930901,48.2973795,2.165074525,0,0
1.987664694,1.103227694,1.1704947,0.426314309,2.435577045,0.085000209,1,1171.331037,0.866666667,-0.00025359,485.3430255,4.461985101,1.958650064,1,0
1.612549791,1.136708088,1.616109711,0.49936573,6.911510625,0.367770678,1,1072.105008,0.466666667,-5.32E-05,652.7759957,1.398065285,2.040244776,1,0
1.853055675,1.887572281,1.496751006,0.178208803,5.556206088,0.364102761,1,767.9670087,0.133333333,-2.06E-05,887.6912585,41.25783968,1.60073231,1,0
1.385156377,1.140863366,1.32074998,0.883296763,7.524483056,0.029183598,0,745.1288216,1.266666667,-2.05E-05,1450.905396,60.23565151,1.93279133,0,0
1.478840284,1.883448758,1.148695185,0.544195799,7.779548281,0.819347662,0,759.1203783,0.066666667,-8.88E-06,390.6283672,25.68545007,2.100963912,1,0
1.694468033,1.703783264,1.855172832,0.037793447,8.327210537,0.110732102,1,730.6223439,0,-0.00011387,301.3274977,40.98438232,2.167954683,0,0
1.313866619,1.800961174,1.898535869,0.703845956,11.8098503,0.307608505,0,795.8584275,0,5.02E-05,1242.657193,17.64371727,2.078490249,1,0
1.349887259,1.476696992,1.641838367,0.766172509,8.268542696,0.095481108,0,812.1712455,0.866666667,-0.000101872,815.2585842,41.70842434,2.061083185,1,0
1.456852377,1.42434273,1.151642287,0.273434019,8.011132411,0.859034678,0,766.2561042,0,6.01E-05,403.9152531,19.49663621,2.133049698,1,0
1.085630795,1.094110287,1.421165353,0.622900357,3.400360792,0.886374258,0,742.0714258,0.066666667,-1.45E-05,550.3712102,54.82439835,2.188303845,0,0
1.815095023,1.890256762,1.351715142,0.764157537,9.510111031,0.856457481,1,930.5500848,1.066666667,8.59E-05,1016.964751,8.531085532,2.019985964,0,0
1.5833568,1.651680505,1.315877139,0.848913226,11.93919105,0.031045566,0,804.557159,0.266666667,0.000129872,1244.349857,59.65168121,2.18985222,0,0
1.755904888,1.112223887,1.74615937,0.833344071,6.41198388,0.661657356,1,814.5123227,0,1.58E-05,685.3137089,16.8763634,2.1790243,1,0
1.879889657,1.799249252,1.074111664,0.80343045,1.705091506,0.656138966,1,837.9659413,0.266666667,1.28E-05,583.5317863,29.49376269,2.116320538,1,0
1.300897825,1.396717645,1.616467386,0.322175793,0.95715766,0.536875153,0,821.0019108,3.133333333,-0.000246873,736.1649834,111.0059648,1.5079729,0,0
1.253222753,1.849235906,1.898867951,0.051388645,1.238085242,0.80079087,0,796.6005815,0.133333333,0.000129055,1045.756738,24.67544793,2.024394217,0,0
1.181275847,1.402283253,1.428965181,0.750191816,4.839896378,0.900750384,0,696.360367,1.266666667,-0.000289468,685.3189312,114.1941577,1.636197035,0,0
1.387881573,1.543312222,1.925005801,0.710303182,2.236980878,0.841109486,0,549.4410441,1,7.80E-05,695.1592223,263.4671726,1.552016889,1,1
1.119343468,1.976728289,1.663587886,0.683530201,6.571003509,0.934255563,0,922.3604651,0,-5.17E-05,428.0561624,4.043220323,2.19958627,0,0
1.05497606,1.14498914,1.563309452,0.651800822,3.51879944,0.259501187,0,842.3357809,4,0.000563452,1727.109,109.0796676,1.801207565,0,1
1.544258224,1.737488605,1.18003825,0.299041364,9.427778549,0.731054932,0,693.6569524,0,8.40E-05,565.5240247,29.62579833,2.074467497,0,0
1.60676586,1.973963677,1.537940635,0.060545684,5.024166856,0.196964626,1,665.6523448,0.2,9.30E-06,408.6772889,37.90476786,1.896062061,0,0
1.180336568,1.080152255,1.350237846,0.795997684,10.65051888,0.7270131,0,723.285474,1.933333333,-2.97E-05,663.1713304,120.5571229,1.129639734,0,0
1.916882648,1.351762187,1.074114302,0.569416863,5.979239766,0.499600049,1,900.3387465,0.2,-8.56E-05,539.6424802,9.025708085,2.121353746,1,0
1.615032168,1.893446213,1.470852386,0.983768309,0.208872013,0.475843599,1,865.207194,0,7.56E-06,568.6633431,45.71674466,2.118219818,1,0
1.867348529,1.990223994,1.944780469,0.210336397,4.869214552,0.310019253,1,728.3867406,0,-3.07E-05,280.9645785,33.60726821,2.149406963,0,0
1.010129813,1.690456303,1.148483004,0.851090214,11.61387983,0.29651235,0,718.9078919,0,-7.13E-05,421.4889824,30.45619972,2.173841662,0,0
1.366226028,1.138636099,1.328638133,0.800707514,6.378060404,0.462806971,0,831.9309848,1.133333333,8.95E-05,677.9163757,37.08411004,1.638909549,1,0
1.89393617,1.311755296,1.560915123,0.860896487,10.22981713,0.698252516,1,830.0471215,0.933333333,0.000245133,745.816254,24.46438494,1.870545684,0,0
1.963176502,1.527135773,1.07092674,0.5083755,3.546127944,0.466054825,1,816.5675548,0,-9.79E-05,374.2242219,19.51601412,2.190480194,1,0
1.473656114,1.383586152,1.851001352,0.46609225,10.56937228,0.662676363,0,853.5831224,0.466666667,-3.85E-05,940.2371981,25.08408849,2.016799414,0,0
1.360274747,1.10240953,1.44967667,0.963987812,4.148791974,0.022373499,0,1028.607803,1.2,0.000142633,1812.36116,5.827498311,2.126942077,0,0
1.213725203,1.026066102,1.019110035,0.051193458,6.376956591,0.128612532,0,775.7838671,0.133333333,-3.56E-05,626.6287803,36.57552135,2.176511953,0,0
1.760698943,1.117025077,1.981426332,0.886889913,10.99858816,0.222632283,1,875.5582187,0.133333333,8.52E-05,585.4116397,12.84896622,2.057818878,0,0
1.859357196,1.021594723,1.219361003,0.810025576,3.782274941,0.011971637,1,975.4841187,2.066666667,0.000130873,1756.43875,18.4505679,2.159955786,1,0
1.427929071,1.383291912,1.985341094,0.947147396,0.26189413,0.702154665,0,926.7467764,0.133333333,8.70E-05,596.6152924,6.374569618,2.197157868,1,0
1.774157898,1.194290422,1.548274713,0.432606617,4.533294157,0.378769589,1,884.374779,0.333333333,-0.000124421,636.0267804,15.16594187,2.122467431,1,0
1.546724425,1.844274809,1.094859937,0.432155562,5.726706339,0.296745625,0,905.9864423,1,-7.33E-05,766.4518446,7.508645178,2.164136966,0,0
1.236726166,1.063145578,1.353811847,0.269328708,0.86838388,0.217985358,0,783.8736099,0,-0.000247852,309.283903,26.30229506,2.0139695,0,0
1.690601089,1.700357294,1.165896058,0.114538079,8.465461278,0.07167795,1,814.5531375,0.066666667,-2.45E-05,950.5435634,39.2273763,2.194304229,0,0
1.00860547,1.410022074,1.852159041,0.126245274,7.699551616,0.844839701,0,626.2995223,1.466666667,-5.17E-05,788.3519196,244.5972891,1.550233808,1,1
1.890629903,1.313539714,1.769043221,0.60867924,10.08546788,0.512858703,1,1000.612419,1.4,4.54E-05,1021.197738,9.30573077,2.000510757,0,0
1.484246163,1.115313833,1.371414709,0.159057265,1.921785868,0.122801307,0,906.8723733,0.4,-0.000205907,1098.923244,11.92797502,2.181511453,0,0
1.495972049,1.2165608,1.522699572,0.639038464,8.257502061,0.756073633,0,579.6485593,0,-3.48E-05,204.5091283,20.62572263,2.081887047,0,0
